Gene	length
CG44001	5096
CG44002	1273
CG44004	1502
CG44005	1824
CG44006	1423
CG44008	944
CG44013	1022
CG44014	947
CG44037	4143
CG44038	262
CG4404	2274
CG44040	314
CG44044	352
CG4407	2164
CG4408	1686
CG44085	23036
CG44088	538
CG4409	1635
CG44090	440
CG44094	281
CG44098	22789
CG44102	11956
CG44139	245
CG44140	434
CG44141	434
CG44142	334
CG4415	1440
CG44153	116136
CG44158	504
CG44163	601
CG44174	450
CG44194	851
CG44195	37246
CG44215	452
CG44227	384
CG4424	1554
CG44242	545
CG44243	2514
CG44245	12487
CG44247	4531
CG44249	1490
CG44250	1890
CG44251	3946
CG44252	6076
CG44253	546
CG44257	544
CG44259	549
CG44261	476
CG44270	768
CG44271	494
CG44286	3496
CG44290	2074
CG44296	527
CG44303	458
CG44314	3604
CG44325	8182
CG44329	705
CG44335	863
CG44341	1001
CG44355	1157
CG44362	324
CG4438	990
CG44385	1073
CG44388	175
CG4440	597
CG44403	1397
CG44405	1933
CG44406	435
CG44422	83405
CG44426	583
CG44428	594
CG44433	2546
CG44434	5519
CG44435	5519
CG44437	1093
CG44438	1200
CG44439	500
CG44475	408
CG44476	350
CG44477	614
CG4452	2924
CG44521	699
CG44532	1062
CG4455	1606
CG4456	2243
CG44569	1174
CG44574	605
CG4459	2323
CG4461	864
CG4462	3628
CG44622	851
CG44623	810
CG44624	351
CG44625	401
CG4465	1972
CG4467	21177
CG4476	3377
CG4477	1114
CG44774	11442
CG4480	1652
CG44812	421
CG44815	398
CG4483	1499
CG44836	9324
CG44837	88228
CG44838	14426
CG44869	433
CG44954	3281
CG44956	700
CG4496	4550
CG4497	4158
CG45002	97664
CG45011	412
CG45012	267
CG4502	9357
CG45049	5396
CG45050	22779
CG45060	501
CG45061	605
CG45062	3320
CG45063	911
CG45064	7217
CG45065	7217
CG45066	1100
CG45067	3235
CG45069	3426
CG45071	4849
CG45072	1241
CG45073	935
CG45075	5087
CG45076	9374
CG45078	4036
CG45079	310
CG45080	280
CG45081	778
CG45084	6711
CG45085	5427
CG45086	7081
CG45087	2650
CG45088	12754
CG45089	746
CG45092	16198
CG45093	45619
CG45095	1065
CG45099	2137
CG45100	1791
CG45101	4035
CG45105	7636
CG4511	1912
CG45116	438
CG45122	373
CG45154	761
CG4520	1758
CG45218	491
CG4525	3225
CG45263	113290
CG45307	408
CG4537	452
CG4538	6318
CG45413	928
CG45428	516
CG4546	1903
CG45486	800
CG45487	800
CG45488	795
CG45489	763
CG45490	754
CG45491	763
CG45492	791
CG45493	795
CG45494	795
CG4552	3096
CG4553	1280
CG4554	8731
CG45544	941
CG45545	291
CG45546	440
CG4557	3507
CG4558	2115
CG45603	521
CG4562	10262
CG4563	1957
CG4565	921
CG45676	411
CG45690	279
CG45691	463
CG4570	1260
CG4572	1877
CG4576	4575
CG45764	1007
CG45765	875
CG45766	875
CG4577	6464
CG45770	724
CG45781	379081
CG45782	434041
CG4580	2035
CG4582	1957
CG4585	2437
CG4586	2348
CG4587	74090
CG4592	1228
CG4593	1123
CG4594	1300
CG4596	2545
CG4597	567
CG4598	1503
CG46025	11742
CG46026	2147
CG4603	1800
CG46059	695
CG4607	3277
CG4610	2099
CG4611	2304
CG4612	4216
CG4613	1931
CG4615	3723
CG4617	1937
CG4619	4196
CG46191	309
CG46192	402
CG46193	309
CG4622	22927
CG46244	124993
CG4627	1055
CG46270	288
CG46275	4615
CG46276	4561
CG46277	4522
CG46280	4377
CG46281	1388
CG4629	19414
CG46298	1022
CG4630	3589
CG46301	56498
CG46302	758
CG46303	464
CG46304	778
CG46305	629
CG46306	8840
CG46307	28342
CG46308	38654
CG46309	5954
CG4631	2668
CG46310	11770
CG46311	26748
CG46312	4809
CG46313	7166
CG46314	5168
CG46315	16012
CG46316	4651
CG46317	3622
CG46318	4687
CG46319	13180
CG46320	85479
CG46321	22504
CG46335	2060
CG46338	10563
CG46339	29549
CG4645	2118
CG4646	856
CG4650	1168
CG4653	1198
CG4658	3037
CG4660	2665
CG4661	2035
CG4662	7093
CG4666	1715
CG4669	2149
CG4676	1076
CG4678	15015
CG4679	2213
CG4681	1581
CG4686	2374
CG4691	1158
CG4701	1318
CG4702	6619
CG4704	2210
CG4706	2566
CG4707	2429
CG4709	1852
CG4712	2831
CG4714	2486
CG4716	860
CG4721	2213
CG4723	2272
CG4725	2267
CG4729	4186
CG4730	1611
CG4733	8050
CG4734	1266
CG4741	4358
CG4743	1309
CG4744	4754
CG4747	5058
CG4751	5267
CG4752	4676
CG4753	2597
CG4757	2292
CG4763	1512
CG4766	3290
CG4768	5624
CG4770	2078
CG4781	1557
CG4783	465
CG4788	1399
CG4789	1071
CG4793	2893
CG4797	6143
CG4806	2186
CG4813	1531
CG4815	1053
CG4820	1364
CG4822	4785
CG4825	3735
CG4829	14796
CG4830	2202
CG4835	3874
CG4836	4377
CG4839	11632
CG4842	1130
CG4847	2343
CG4849	3544
CG4853	3229
CG4854	1504
CG4858	1335
CG4860	1584
CG4866	805
CG4872	1444
CG4880	1912
CG4882	2111
CG4884	1890
CG4887	4581
CG4891	948
CG4892	905
CG4896	4765
CG4901	2579
CG4907	2977
CG4908	1791
CG4911	5537
CG4914	3610
CG4927	2073
CG4928	25030
CG4935	1343
CG4936	2508
CG4942	1363
CG4945	4098
CG4949	2402
CG4950	2360
CG4951	2062
CG4953	2046
CG4955	1910
CG4956	1038
CG4957	1033
CG4960	970
CG4962	837
CG4968	1124
CG4970	2393
CG4972	2778
CG4975	6074
CG4982	575
CG4983	1717
CG4984	6074
CG4988	1304
CG4991	12709
CG4995	2515
CG4998	6239
CG5001	11051
CG5002	2922
CG5003	2740
CG5004	28407
CG5009	3602
CG5011	550
CG5013	1024
CG5021	1343
CG5022	3265
CG5023	5438
CG5024	680
CG5026	3225
CG5027	2040
CG5028	2936
CG5033	2770
CG5037	1659
CG5038	2702
CG5039	847
CG5043	1939
CG5044	2035
CG5045	1284
CG5048	1075
CG5050	5852
CG5056	1255
CG5059	4796
CG5062	2188
CG5065	17241
CG5068	2426
CG5070	814
CG5071	3425
CG5078	1344
CG5079	786
CG5080	3597
CG5084	1547
CG5087	4383
CG5089	1664
CG5096	2461
CG5098	6092
CG5103	2138
CG5104	1426
CG5107	741
CG5110	807
CG5111	2005
CG5112	1803
CG5114	1652
CG5116	2758
CG5122	4214
CG5126	1724
CG5131	1124
CG5139	802
CG5142	2662
CG5144	1286
CG5147	1727
CG5149	3768
CG5150	1881
CG5151	26900
CG5157	1393
CG5160	7767
CG5162	2062
CG5167	1576
CG5171	3393
CG5172	1210
CG5174	4809
CG5177	3374
CG5180	1831
CG5181	1277
CG5188	1160
CG5189	2873
CG5191	12136
CG5194	1215
CG5196	3453
CG5199	2333
CG5213	1019
CG5214	2561
CG5217	1085
CG5220	1214
CG5225	2009
CG5235	2766
CG5245	1676
CG5246	1085
CG5250	1060
CG5254	8373
CG5255	973
CG5262	2514
CG5265	2170
CG5267	723
CG5270	7878
CG5273	2346
CG5274	1468
CG5276	1806
CG5280	1160
CG5281	1674
CG5282	1648
CG5285	1044
CG5287	4249
CG5290	3083
CG5292	1911
CG5316	2840
CG5321	1851
CG5323	940
CG5326	7746
CG5327	2330
CG5334	992
CG5335	1446
CG5339	1351
CG5342	2651
CG5346	8577
CG5347	1210
CG5348	2435
CG5355	2927
CG5359	1506
CG5361	1553
CG5367	1855
CG5376	923
CG5377	1253
CG5379	3226
CG5380	1294
CG5381	5606
CG5382	1411
CG5386	1016
CG5388	6051
CG5390	2526
CG5391	1063
CG5397	2983
CG5399	1902
CG5402	867
CG5404	3759
CG5412	1079
CG5418	1298
CG5421	2053
CG5432	2105
CG5435	1066
CG5439	1829
CG5440	1387
CG5445	22980
CG5446	1079
CG5447	2052
CG5455	8482
CG5458	1426
CG5466	3387
CG5478	1035
CG5484	1936
CG5493	2637
CG5498	1705
CG5500	3830
CG5506	728
CG5509	733
CG5510	1888
CG5515	1173
CG5516	878
CG5521	10949
CG5522	8802
CG5527	2410
CG5532	762
CG5535	4171
CG5538	1394
CG5539	1334
CG5541	7720
CG5543	2163
CG5550	989
CG5554	2024
CG5555	2454
CG5556	1141
CG5561	1140
CG5565	1014
CG5567	2005
CG5568	2018
CG5569	1241
CG5577	2778
CG5589	2226
CG5590	1492
CG5592	1758
CG5597	1805
CG5599	2505
CG5608	2737
CG5611	1436
CG5612	2653
CG5613	5145
CG5614	1288
CG5618	3184
CG5623	1193
CG5626	1900
CG5639	9657
CG5641	1488
CG5644	2486
CG5645	2936
CG5646	1941
CG5653	1463
CG5662	1082
CG5664	2736
CG5665	1309
CG5674	11490
CG5676	1282
CG5681	2221
CG5687	5471
CG5693	590
CG5694	3933
CG5697	1172
CG5704	1419
CG5707	3062
CG5708	2352
CG5715	1034
CG5721	1656
CG5724	1776
CG5726	4943
CG5727	829
CG5728	4862
CG5731	2660
CG5734	2205
CG5742	3315
CG5745	2915
CG5746	4897
CG5756	7329
CG5757	1178
CG5758	9868
CG5762	979
CG5767	1099
CG5768	4236
CG5770	1028
CG5773	1449
CG5776	3503
CG5778	1024
CG5780	1117
CG5781	898
CG5783	1120
CG5787	4161
CG5789	7711
CG5790	2508
CG5791	1427
CG5793	2029
CG5800	2723
CG5804	402
CG5805	2870
CG5808	2105
CG5810	1384
CG5815	2561
CG5819	3556
CG5823	2263
CG5828	1935
CG5830	12068
CG5835	5055
CG5844	1546
CG5846	1063
CG5849	4327
CG5850	4702
CG5853	6876
CG5854	2053
CG5860	1222
CG5861	1498
CG5862	1148
CG5863	1573
CG5866	767
CG5867	2804
CG5872	2121
CG5877	4139
CG5880	1788
CG5882	2945
CG5883	1213
CG5885	1110
CG5886	2358
CG5888	48295
CG5890	16517
CG5892	2801
CG5895	1743
CG5897	1723
CG5902	2097
CG5903	2455
CG5906	849
CG5909	1754
CG5910	8162
CG5913	1532
CG5916	2608
CG5919	1283
CG5921	14819
CG5928	1307
CG5934	861
CG5937	10377
CG5938	2625
CG5945	1785
CG5946	5581
CG5948	1353
CG5953	24800
CG5955	2649
CG5958	2987
CG5961	1874
CG5964	3072
CG5966	3850
CG5968	779
CG5969	1009
CG5973	8391
CG5984	1590
CG5986	1379
CG5989	1739
CG5999	1723
CG6000	702
CG6005	1573
CG6006	16785
CG6012	1461
CG6013	907
CG6015	2137
CG6023	7070
CG6024	32594
CG6026	11156
CG6028	1248
CG6034	1688
CG6036	1184
CG6040	34969
CG6041	2049
CG6044	4364
CG6048	1482
CG6051	26311
CG6052	5527
CG6055	5951
CG6059	3071
CG6066	1556
CG6067	2655
CG6071	3128
CG6073	1790
CG6083	1598
CG6084	3847
CG6094	952
CG6106	3647
CG6115	858
CG6118	13631
CG6123	33234
CG6125	4473
CG6126	5084
CG6136	2177
CG6138	758
CG6142	3995
CG6144	1768
CG6145	10207
CG6149	782
CG6153	947
CG6154	14389
CG6163	2900
CG6168	2078
CG6171	1062
CG6175	7984
CG6178	2550
CG6179	1398
CG6180	1020
CG6182	1489
CG6184	5498
CG6191	13027
CG6195	1481
CG6201	2505
CG6204	3049
CG6209	2104
CG6216	1208
CG6218	5349
CG6220	1663
CG6225	6284
CG6227	4853
CG6230	4685
CG6231	16695
CG6236	2945
CG6244	562
CG6254	2188
CG6262	3795
CG6271	1142
CG6276	1867
CG6277	1147
CG6280	5008
CG6282	12418
CG6283	1141
CG6287	4216
CG6290	744
CG6293	3808
CG6294	4091
CG6295	1157
CG6296	2234
CG6299	4091
CG6300	1844
CG6304	3225
CG6310	822
CG6321	1788
CG6324	5632
CG6325	4319
CG6329	7133
CG6330	8800
CG6332	1516
CG6333	6102
CG6337	1522
CG6340	4239
CG6345	1829
CG6347	2945
CG6356	4663
CG6357	1691
CG6362	2148
CG6379	3440
CG6380	1128
CG6388	1994
CG6398	10878
CG6403	891
CG6404	2211
CG6405	1537
CG6406	2851
CG6409	1688
CG6414	2563
CG6415	1310
CG6418	2723
CG6420	5370
CG6421	657
CG6424	16012
CG6425	2225
CG6426	2450
CG6428	3221
CG6429	741
CG6431	4538
CG6432	3724
CG6435	1206
CG6441	2249
CG6443	1325
CG6454	7060
CG6462	1078
CG6465	1692
CG6470	2039
CG6472	3983
CG6475	1962
CG6479	2091
CG6481	1372
CG6484	2006
CG6488	2145
CG6495	3856
CG6497	1561
CG6503	408
CG6508	1379
CG6511	4785
CG6512	3516
CG6523	964
CG6527	2060
CG6550	1842
CG6553	1201
CG6565	2386
CG6567	1078
CG6568	2124
CG6569	1748
CG6574	2458
CG6576	1179
CG6583	1383
CG6592	1721
CG6602	1401
CG6607	1769
CG6610	723
CG6613	2787
CG6614	4221
CG6617	1049
CG6621	3764
CG6628	1215
CG6629	1036
CG6638	1672
CG6650	3460
CG6652	2509
CG6654	2382
CG6656	2496
CG6659	3895
CG6660	1174
CG6661	1976
CG6664	3295
CG6665	1463
CG6674	904
CG6675	1486
CG6678	20154
CG6683	1048
CG6685	1715
CG6686	3713
CG6688	3064
CG6689	2167
CG6690	1776
CG6693	1372
CG6695	4220
CG6696	1682
CG6700	4866
CG6701	7182
CG6707	3769
CG6709	1556
CG6712	1336
CG6723	2451
CG6724	1719
CG6726	3461
CG6729	3154
CG6733	1464
CG6734	6657
CG6738	1451
CG6739	8145
CG6745	3005
CG6749	2570
CG6752	5153
CG6753	2320
CG6758	2507
CG6761	3079
CG6762	1637
CG6763	2040
CG6765	5972
CG6766	2059
CG6767	13122
CG6769	1774
CG6770	776
CG6785	4147
CG6788	1228
CG6790	2845
CG6791	4793
CG6793	1831
CG6800	1076
CG6805	2051
CG6808	4179
CG6813	1588
CG6830	3371
CG6833	1264
CG6834	3462
CG6836	4778
CG6839	1679
CG6841	3603
CG6843	1359
CG6845	2624
CG6847	12702
CG6865	1868
CG6867	4392
CG6870	985
CG6873	680
CG6878	654
CG6885	1212
CG6888	743
CG6891	6118
CG6893	1462
CG6901	1714
CG6903	2919
CG6907	1671
CG6908	1671
CG6910	2877
CG6912	1867
CG6923	5801
CG6927	1922
CG6928	4897
CG6931	1265
CG6933	1921
CG6937	1437
CG6938	5600
CG6950	2113
CG6951	4046
CG6959	46759
CG6961	2069
CG6962	2833
CG6966	16312
CG6967	3772
CG6971	992
CG6972	2332
CG6974	756
CG6978	1985
CG6980	1057
CG6983	6336
CG6984	1087
CG6985	1932
CG6996	2067
CG6999	948
CG7006	759
CG7009	1148
CG7011	2753
CG7016	1286
CG7017	1831
CG7024	2196
CG7025	1575
CG7028	4274
CG7029	43130
CG7031	3000
CG7044	3490
CG7049	1117
CG7054	954
CG7058	5309
CG7059	2570
CG7065	5402
CG7069	2745
CG7071	1961
CG7079	1368
CG7080	1247
CG7083	2092
CG7084	5616
CG7091	2536
CG7094	1412
CG7099	6389
CG7101	1533
CG7102	4232
CG7110	12057
CG7115	4200
CG7120	6296
CG7126	680
CG7130	701
CG7131	2158
CG7133	1456
CG7135	1741
CG7137	1270
CG7139	4579
CG7140	2096
CG7142	1342
CG7148	1710
CG7149	4398
CG7154	3197
CG7156	2740
CG7164	1296
CG7166	5648
CG7168	1181
CG7173	2854
CG7179	2226
CG7182	1962
CG7183	2553
CG7185	5010
CG7191	7406
CG7194	1696
CG7201	5042
CG7202	1375
CG7203	1017
CG7206	1785
CG7208	2060
CG7213	8788
CG7214	1158
CG7215	1832
CG7218	3006
CG7220	7036
CG7222	2377
CG7227	3764
CG7231	2840
CG7236	7418
CG7239	1811
CG7246	2235
CG7248	2698
CG7251	1300
CG7252	1574
CG7255	6941
CG7264	1815
CG7265	1563
CG7271	1407
CG7272	2832
CG7275	1603
CG7276	620
CG7277	1604
CG7289	2298
CG7290	1738
CG7294	538
CG7295	1230
CG7296	943
CG7298	1618
CG7299	983
CG7300	3044
CG7304	1751
CG7309	2624
CG7320	2144
CG7322	1885
CG7324	6036
CG7326	2580
CG7328	1398
CG7329	9120
CG7330	4885
CG7332	4348
CG7333	1995
CG7335	1237
CG7339	1744
CG7341	8045
CG7342	3101
CG7352	1718
CG7362	2713
CG7365	3084
CG7366	1340
CG7367	12875
CG7368	8173
CG7369	6822
CG7370	1507
CG7372	4230
CG7376	4694
CG7377	285
CG7378	11434
CG7379	1929
CG7381	9697
CG7382	1004
CG7384	2595
CG7386	2305
CG7387	1595
CG7394	2317
CG7402	3700
CG7406	873
CG7407	1111
CG7408	4558
CG7409	760
CG7414	3117
CG7420	2121
CG7423	682
CG7430	2686
CG7432	5821
CG7443	721
CG7453	1852
CG7456	3085
CG7457	6575
CG7458	2932
CG7460	2001
CG7461	2274
CG7465	1205
CG7466	10856
CG7470	12605
CG7483	1657
CG7484	1029
CG7488	1306
CG7492	2887
CG7497	4553
CG7504	6070
CG7506	851
CG7509	2198
CG7510	9148
CG7512	5200
CG7514	1188
CG7518	10316
CG7519	825
CG7523	1752
CG7530	6750
CG7536	10042
CG7542	1155
CG7544	1850
CG7546	6331
CG7548	678
CG7550	920
CG7551	1136
CG7556	3722
CG7557	1419
CG7560	1238
CG7564	10443
CG7565	4152
CG7567	868
CG7568	2193
CG7573	1651
CG7579	1813
CG7582	2038
CG7587	672
CG7589	4391
CG7600	3312
CG7601	1477
CG7606	1918
CG7607	968
CG7611	4978
CG7616	2595
CG7627	6792
CG7630	806
CG7631	875
CG7632	1501
CG7634	2360
CG7637	381
CG7638	2428
CG7639	4571
CG7646	4383
CG7650	1680
CG7653	3219
CG7655	1105
CG7656	2745
CG7668	2099
CG7675	3055
CG7685	1063
CG7691	1485
CG7692	6235
CG7694	17636
CG7695	758
CG7702	5290
CG7705	2914
CG7706	2504
CG7707	1311
CG7708	6136
CG7714	1036
CG7715	896
CG7716	2391
CG7718	1979
CG7720	35934
CG7724	2921
CG7728	3735
CG7730	2300
CG7737	3876
CG7739	2340
CG7741	3692
CG7742	2687
CG7744	3024
CG7745	1951
CG7747	1867
CG7755	1317
CG7763	953
CG7766	10128
CG7768	771
CG7772	1231
CG7778	4493
CG7781	4130
CG7785	2090
CG7786	579
CG7789	1194
CG7791	2343
CG7794	1672
CG7798	516
CG7800	1778
CG7804	1914
CG7806	5613
CG7810	1320
CG7824	1285
CG7829	1027
CG7834	1347
CG7839	3968
CG7840	1156
CG7841	3065
CG7848	2103
CG7849	1179
CG7856	2202
CG7857	1295
CG7860	1377
CG7872	1653
CG7878	2549
CG7879	8796
CG7881	6582
CG7882	2563
CG7884	15289
CG7886	15888
CG7888	5625
CG7889	1594
CG7896	7360
CG7900	10960
CG7903	1757
CG7906	1638
CG7907	2956
CG7910	2275
CG7912	3156
CG7914	1230
CG7916	1048
CG7920	4809
CG7924	1141
CG7927	3039
CG7943	2196
CG7945	2427
CG7946	2184
CG7950	1273
CG7953	1299
CG7956	7671
CG7963	1069
CG7966	2056
CG7968	930
CG7970	1489
CG7971	10818
CG7974	1457
CG7985	15145
CG7987	5416
CG7988	948
CG7990	5922
CG7991	40833
CG7992	2093
CG7997	2932
CG8001	3050
CG8003	1683
CG8004	1315
CG8005	1285
CG8006	1733
CG8008	3530
CG8009	1533
CG8010	2241
CG8012	919
CG8026	5427
CG8027	2715
CG8028	3174
CG8031	2927
CG8032	3658
CG8034	16931
CG8036	5835
CG8038	846
CG8042	2543
CG8043	1319
CG8046	2931
CG8051	6596
CG8060	4420
CG8064	2965
CG8065	1316
CG8066	1237
CG8067	1499
CG8072	1158
CG8073	2568
CG8078	1595
CG8079	6417
CG8080	3120
CG8086	13343
CG8087	483
CG8089	2000
CG8093	1627
CG8097	2091
CG8100	2807
CG8105	1633
CG8108	6036
CG8111	1457
CG8112	2331
CG8117	770
CG8119	735
CG8128	2541
CG8132	1124
CG8134	1682
CG8135	3473
CG8136	1681
CG8138	851
CG8141	911
CG8142	1362
CG8149	1210
CG8152	1204
CG8155	4355
CG8157	884
CG8159	1517
CG8160	1129
CG8170	12014
CG8172	6293
CG8173	2253
CG8176	11231
CG8177	22923
CG8180	10660
CG8184	19308
CG8187	1810
CG8188	4108
CG8191	1486
CG8192	5669
CG8195	3105
CG8197	1464
CG8199	1992
CG8202	3747
CG8204	848
CG8206	1188
CG8207	1739
CG8209	1444
CG8219	3304
CG8223	6307
CG8229	2974
CG8230	3047
CG8236	1757
CG8237	1220
CG8243	2562
CG8245	1604
CG8248	1429
CG8249	4603
CG8252	918
CG8260	1450
CG8270	2530
CG8272	2998
CG8273	3184
CG8281	1301
CG8289	2354
CG8292	1167
CG8298	3220
CG8299	874
CG8300	1461
CG8301	5343
CG8303	9346
CG8306	5129
CG8311	2140
CG8312	33765
CG8314	1604
CG8319	1356
CG8320	1300
CG8321	2315
CG8323	1941
CG8326	1329
CG8329	910
CG8336	3120
CG8343	631
CG8349	987
CG8353	1195
CG8358	2256
CG8360	1177
CG8366	1597
CG8369	831
CG8370	5721
CG8372	864
CG8379	2869
CG8388	2038
CG8389	5477
CG8397	1113
CG8399	6891
CG8401	1489
CG8405	13188
CG8407	1193
CG8412	2823
CG8414	3303
CG8417	1587
CG8419	3467
CG8420	4783
CG8435	1262
CG8441	1385
CG8460	1621
CG8461	999
CG8468	10723
CG8475	6111
CG8476	935
CG8478	2486
CG8481	2194
CG8483	5712
CG8485	3917
CG8490	890
CG8492	4388
CG8498	657
CG8500	4671
CG8501	1476
CG8507	1616
CG8508	971
CG8509	1393
CG8516	4460
CG8517	793
CG8519	4141
CG8520	2529
CG8525	1493
CG8526	2182
CG8531	2295
CG8534	1193
CG8539	1621
CG8541	956
CG8543	801
CG8545	3072
CG8547	6714
CG8549	1117
CG8550	2107
CG8560	1850
CG8562	1628
CG8563	5272
CG8564	2267
CG8565	3331
CG8568	3554
CG8569	2459
CG8578	3383
CG8584	1103
CG8586	3450
CG8602	2570
CG8607	1144
CG8611	8879
CG8613	3444
CG8617	1513
CG8620	776
CG8628	632
CG8629	352
CG8630	4807
CG8635	1756
CG8641	18533
CG8642	2777
CG8646	3388
CG8654	5654
CG8661	739
CG8664	1809
CG8665	6769
CG8668	6989
CG8671	19835
CG8673	1471
CG8675	1131
CG8677	10748
CG8679	2541
CG8701	1070
CG8708	2160
CG8712	1693
CG8726	3875
CG8728	2249
CG8736	971
CG8738	2156
CG8740	23781
CG8745	6879
CG8746	1141
CG8750	641
CG8757	2044
CG8765	3413
CG8768	1383
CG8773	3541
CG8774	3567
CG8777	4615
CG8778	1187
CG8785	7535
CG8786	5610
CG8788	3496
CG8800	877
CG8813	998
CG8814	2279
CG8818	1649
CG8833	3119
CG8834	2061
CG8837	2897
CG8838	973
CG8839	5008
CG8840	640
CG8841	3752
CG8850	3494
CG8851	2879
CG8852	2458
CG8854	4850
CG8858	6481
CG8860	420
CG8861	34870
CG8870	1668
CG8878	5034
CG8888	14979
CG8891	896
CG8892	2080
CG8907	4265
CG8908	6075
CG8910	20929
CG8915	4534
CG8916	2604
CG8924	3373
CG8925	8485
CG8927	5216
CG8929	3452
CG8931	1634
CG8939	2683
CG8944	4889
CG8945	7253
CG8950	3304
CG8952	976
CG8958	2520
CG8960	1077
CG8963	3297
CG8974	2308
CG8993	678
CG8997	1411
CG9003	10140
CG9004	2761
CG9005	21463
CG9008	5826
CG9010	1253
CG9014	1482
CG9016	778
CG9018	1793
CG9021	1512
CG9029	608
CG9030	978
CG9034	539
CG9040	749
CG9044	5786
CG9062	3488
CG9065	671
CG9067	791
CG9068	4016
CG9072	585
CG9083	1233
CG9084	2356
CG9095	23289
CG9098	4975
CG9101	1132
CG9106	1370
CG9107	1589
CG9109	8554
CG9114	2371
CG9117	906
CG9119	1480
CG9121	3245
CG9123	1745
CG9125	1416
CG9129	1083
CG9130	3975
CG9132	3809
CG9133	3975
CG9135	3078
CG9143	2943
CG9147	1639
CG9149	1774
CG9150	927
CG9154	897
CG9164	5071
CG9168	2002
CG9170	4978
CG9171	33252
CG9173	2273
CG9175	2269
CG9184	1015
CG9186	1659
CG9192	1187
CG9194	6300
CG9205	1602
CG9213	2460
CG9215	1945
CG9220	8246
CG9222	1462
CG9231	911
CG9235	1098
CG9240	1088
CG9246	2450
CG9248	2057
CG9249	1179
CG9253	1918
CG9254	1684
CG9257	1579
CG9259	1625
CG9263	939
CG9265	13797
CG9269	576
CG9270	4658
CG9272	1542
CG9279	5748
CG9281	4734
CG9286	1119
CG9287	3036
CG9288	1172
CG9289	3052
CG9294	1170
CG9297	7823
CG9300	2348
CG9302	2084
CG9304	3265
CG9308	823
CG9312	1348
CG9313	5143
CG9314	1956
CG9316	2343
CG9319	1408
CG9328	16617
CG9330	2859
CG9331	4917
CG9336	2320
CG9338	2495
CG9344	545
CG9346	3659
CG9356	1706
CG9360	1117
CG9368	2488
CG9372	2161
CG9377	1665
CG9380	71691
CG9384	5676
CG9386	1713
CG9389	2189
CG9391	1656
CG9393	2091
CG9394	2312
CG9395	5251
CG9396	1210
CG9399	2301
CG9400	1310
CG9406	894
CG9410	1053
CG9411	7679
CG9413	17848
CG9416	6455
CG9422	17341
CG9425	11155
CG9426	3634
CG9427	1774
CG9436	1303
CG9444	2850
CG9445	982
CG9447	2824
CG9449	5671
CG9451	2602
CG9452	2861
CG9458	964
CG9459	968
CG9467	3258
CG9471	1011
CG9483	920
CG9485	7171
CG9492	23465
CG9497	1998
CG9498	1642
CG9500	1314
CG9503	4242
CG9505	2309
CG9507	2154
CG9510	2381
CG9512	3706
CG9514	10940
CG9515	1313
CG9518	8193
CG9519	2034
CG9521	2265
CG9522	2337
CG9525	3100
CG9527	21680
CG9536	2538
CG9541	4909
CG9547	1559
CG9550	1414
CG9555	1898
CG9568	776
CG9570	1226
CG9572	7391
CG9577	1408
CG9578	1305
CG9581	1940
CG9582	7517
CG9586	1094
CG9588	1590
CG9589	974
CG9590	1637
CG9592	651
CG9593	1379
CG9596	2864
CG9601	1856
CG9609	1894
CG9616	668
CG9624	1128
CG9626	7136
CG9628	5379
CG9629	2441
CG9630	1954
CG9631	1665
CG9632	1283
CG9636	3046
CG9641	2004
CG9643	878
CG9646	4981
CG9649	2424
CG9650	104210
CG9657	3549
CG9662	906
CG9663	8205
CG9664	3462
CG9666	3073
CG9667	1068
CG9672	904
CG9673	1099
CG9674	20159
CG9676	1019
CG9682	1903
CG9684	2597
CG9686	666
CG9689	1718
CG9691	603
CG9692	1456
CG9698	2204
CG9701	5819
CG9702	2689
CG9705	2320
CG9706	2237
CG9717	3283
CG9722	945
CG9723	1796
CG9727	6733
CG9733	2726
CG9737	2045
CG9743	6639
CG9747	5830
CG9752	1187
CG9757	851
CG9759	2169
CG9760	6684
CG9766	8708
CG9773	1331
CG9775	3829
CG9776	6258
CG9777	1563
CG9780	2567
CG9782	6562
CG9784	4080
CG9795	6697
CG9799	3062
CG9801	11797
CG9804	1108
CG9806	3388
CG9812	7365
CG9813	6672
CG9815	11834
CG9821	7193
CG9822	1009
CG9825	1931
CG9826	2239
CG9837	5901
CG9839	2332
CG9849	1747
CG9853	3647
CG9855	1897
CG9861	3087
CG9863	1134
CG9864	6541
CG9875	849
CG9876	4167
CG9877	388
CG9879	1204
CG9886	3818
CG9890	1514
CG9896	5216
CG9897	920
CG9899	8224
CG9902	5397
CG9903	1700
CG9911	3866
CG9914	1756
CG9915	3322
CG9917	1801
CG9919	2323
CG9920	788
CG9921	2320
CG9922	1381
CG9925	3463
CG9926	1685
CG9928	459
CG9932	38273
CG9934	6159
CG9941	3244
CG9945	2579
CG9947	2617
CG9948	1450
CG9951	1826
CG9953	2009
CG9961	1560
CG9962	1144
CG9967	48596
CG9970	1631
CG9981	5341
CG9986	2294
CG9988	2389
CG9992	2955
CG9993	1980
CG9997	1496
Charon	2053
chas	26273
ChAT	26844
chb	10426
Chc	7505
Chchd2	1647
Chchd3	1300
Chd1	8162
Chd3	3066
Chd64	8100
CheA29a	740
CheA46a	590
CheA56a	609
CheA75a	759
CheA7a	814
CheA84a	636
CheA86a	890
CheA87a	699
