Gene	Length		a1	a2	a3	a4	a5	a6	a7	ab8	b1	b2	b3	b4	b6
CR44971	378		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACXC	4244		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACXB	4194		NA	NA	0000004772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACXA	4362		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACXE	4212		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44183	789		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG16800	1220		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vha68-2	4285		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vha68-3	2507		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG12404	6878		NA	0000004779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vha68-1	3337		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tor	8717		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9934	6158		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A16	1737		NA	NA	NA	NA	NA	NA	NA	0000004780	NA	NA	NA	NA	NA
CG9932	38272		0000004781	0000000076	0000001067	0000000076	NA	NA	0000000075	0000004781	NA	0000004782;0000000075;0000004783;0000004784	0000000075;0000004785;0000004787	0000004786	0000004781
CR44197	756		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45447	304		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45461	540		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG5142	2661		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44198	416		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG43050	1473		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG5122	4213		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9928	458		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0000004793	NA
CG16978	408		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44199	272		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pk34A	1363		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG5204	2626		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DnaJ-H	2863		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sirt1	3987		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sfmbt	7136		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR46256	1138		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG43925	465		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG5439	1828		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG5287	4248		0000004796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0000004796
CG31849	2198		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG5458	1425		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG16974	8130		NA	NA	NA	0000004798	NA	NA	NA	NA	NA	NA	0000004797	NA	NA
Edem2	5080		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG16972	6193		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pect	7066		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0000004799	NA	NA
CG15482	1041		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snRNA:U2:34ABa	191		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kek4	3015		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snRNA:U2:34ABb	191		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9426	3633		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG5705	1419		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ski6	1032		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG16812	1958		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG15480	655		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG16813	992		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG16815	717		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prosalpha6T	1019		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mabi	862		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG5867	2803		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG5945	1784		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45330	2917		NA	0000000077	0000000077	0000004803	NA	0000000077	NA	NA	NA	0000000077	NA	0000004804	NA
snRNA:U2:34ABc	191		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snRNA:U5:34A	126		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG16820	3957		0000011329	0000011329	0000011329	0000011329	0000011329	0000011329	0000011329	0000011329	0000011329	0000011329	0000011329	NA	0000011329
CG31728	5917		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG31851	1167		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG31730	679		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG44085	23035		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG31848	880		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Drep4	2550		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44083	1611		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Uvrag	2779		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44972	719		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG31729	11671		0000004807	NA	NA	0000004806	NA	NA	NA	NA	NA	NA	NA	0000004806	0000004807
CG16824	406		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG43778	29307		NA	0000001072	NA	NA	NA	0000004808;0000001074	0000001071	NA	0000001074	NA	0000001073	NA	NA
CG16825	3019		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG43779	835		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG16826	1247		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9395	5250		NA	NA	NA	NA	NA	NA	NA	NA	NA	0000004812	NA	NA	NA
CG9377	1664		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nnp-1	2881		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG6523	963		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tap42	1404		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG31855	1125		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ND-B22	1007		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9305	2463		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG6565	2385		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9302	2083		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
beta'COP	3480		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	00133818282L	NA	NA
loqs	3019		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0000017915	NA	NA
CR44599	581		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0000017915	NA	NA
CG9293	1464		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG7099	6388		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RpL24	1444		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG16957	824		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG10859	2272		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44600	973		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG7110	12056		0000000078	0000000078	0000000078	0000000078	0000000078	0000000078	0000000078	0000000078	0000000078	0000000078	0000000078	0000000078	0000000078
Vm34Ca	490		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG16848	1197		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG16956	792		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG42784	84996		0000000079;0000004815;0000000080	0000000079;0000000080	0000000079;0000000080	0000000079;0000000080	0000000079;0000000080	0000000079;0000011330;0000000080	0000001079;0000004813;0000004814;0000000079;0000000080	0000000079;0000000080	0000000079;0000000080	0000000079;0000000080;0000001081	0000000079;0000000080;0000004816	0000000079;0000000080;0000001081	0000000079;0000000080;0000001080
CG43850	5214		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tehao	4308		NA	NA	NA	NA	NA	NA	0000004813	NA	NA	NA	NA	NA	NA
CR45683	4515		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9267	1548		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hsp60D	1959		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG42809	576		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45684	315		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG42810	502		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
B4	48704		0000000081	0000000081	0000000081;0000004819	0000004817;0000000081	0000000081	0000000081	0000000081	0000000081	0000000081	0000001082;0000000081	0000000081	0000004818;0000000081;0000001083	0000000081
CG33640	696		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG33641	779		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG33642	761		NA	NA	0000004819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG33643	588		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG33644	551		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG33645	582		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG15638	487		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG16852	895		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9263	938		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG16853	1365		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kuz	89272		0000004829;0000004831	0000000082;0000001085;0000004826;0000000083;0000001087	0000004828	0000000083	0000000082;0000001085;0000000083	0000004822;0000000082;0000004823;0000000083;0000001087	0000000082;0000001084;0000000083;0000001088	0000004820;0000000082;0000001086;0000000083	0000000082;0000004827;0000000083;0000001088	0000004821;0000000082;0000004824;0000000083;0000001088	0000000082;0000004825;0000000083	0000000082;0000004828	0000000082;0000000083;0000004830
CR44973	464		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9254	1683		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mir-2489	94		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR43410	490		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ics	3155		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44726	409		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG18507	7442		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG31814	40460		0000011331;00136931042L	0000011332	0000004834	0000011332	0000011332	0000011332	0000011332	0000011332	0000011332	0000001094;0000004833;0000011332	0000011332	0000011332	0000011332
CG7311	2368		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9014	1481		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG31813	892		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45913	2440		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TM9SF4	26953		0000000084;0000004841	0000000084	0000000084	0000000084	0000000084	0000000084	0000001096;0000000084	0000000084	0000000084	0000000084	0000001095;0000004840;0000000084	0000000084	0000000084
CR44846	9450		NA	NA	NA	NA	NA	NA	0000001096	NA	NA	NA	0000001095;0000004840	NA	NA
mir-1002	88		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mir-968	91		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG43376	358		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9008	5825		NA	NA	NA	NA	0000004842	NA	NA	NA	NA	NA	NA	NA	NA
CR31845	929		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
p38b	1922		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG16890	2107		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG31731	6478		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44847	710		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG16863	2305		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sec71	6153		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAH1	6368		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adat1	3114		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG16865	1794		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG16888	556		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sos	6008		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
b	2731		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tam	3792		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Arpc1	1800		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Orc5	1739		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RpII33	969		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRpS23	822		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CenG1A	63148		0000004843;0000000085	0000000085	0000000085	0000004844;0000000085	0000004845;0000000085	0000000085	0000000085;0000004852;0000004853	0000000085;0000004848;0000004850;0000004851	0000004843;0000000085	0000004846;0000000085;0000004849	0000004847;0000000085	0000000085	0000000085
CG33307	2258		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG33306	854		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG8997	1410		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG7916	1047		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG7953	1298		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG7968	929		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0000004847	NA	NA
CR44848	698		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Smg5	5833		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ance	3567		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ance-2	2386		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acyp	569		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ance-3	41463		0000004855;0000004856	0000004854;0000004857	0000001097	NA	NA	NA	0000004859;0000004860;0000017919	NA	0000004856;0000004861	NA	NA	NA	0000004858
CG16886	2846		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG42711	1040		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG16885	2133		NA	NA	NA	NA	NA	NA	0000017919	NA	NA	NA	NA	NA	NA
CG16884	2720		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NimA	5842		0000004862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NimB1	1581		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NimB2	2006		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NimB3	521		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NimB4	1696		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NimB5	1996		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0000004863	NA	NA
He	851		NA	0000004864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NimC1	3611		0000001098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyp28a5	2267		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0000004865
NimC2	3143		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rk	18505		NA	NA	0000004866	0000004868	NA	NA	NA	NA	0000004867	NA	NA	NA	NA
CG42692	719		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:Q:34E	71		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bgm	6324		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NimC3	851		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44849	930		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45352	450		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR31840	377		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG4500	2367		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG18095	2277		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45284	6300		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nAChRalpha5	54231		0000004873	NA	NA	NA	NA	0000001099	NA	NA	0000004872	0000004874	NA	NA	NA
NimC4	1281		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG16879	2978		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG15293	1390		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG31769	1142		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG17341	26096		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0000001103	0000001102
CG43332	2078		NA	0000017920	NA	NA	NA	NA	NA	NA	0000017920	NA	NA	NA	0000004875
CG43333	17178		NA	NA	NA	NA	NA	NA	NA	NA	NA	0000004876	NA	NA	0000004877
Dyrk2	49648		NA	NA	NA	0000001104	NA	0000004878	NA	NA	NA	0000004880;0000004881	NA	NA	0000004879
CR44727	402		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44728	989		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44216	661		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
wb	65235		NA	NA	NA	NA	0000001106	NA	NA	NA	0000001105	NA	0000004887	0000004888	NA
CR44729	733		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG32971	3181		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR43639	616		NA	NA	NA	NA	0000001106	NA	NA	NA	NA	NA	NA	NA	NA
CR43640	2119		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ms(2)34Fe	5431		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG33090	11637		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG15286	1840		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Send2	773		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mTTF	1551		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
l(2)34Fc	2493		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44850	729		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG43052	542		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
l(2)34Fd	2491		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rab14	3619		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44851	1410		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pgant35A	2159		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR43463	2018		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
spel1	4771		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ppk	2954		NA	NA	NA	NA	NA	NA	0000001109	NA	NA	NA	NA	NA	NA
elB	18921		00143989552L	0000004890	NA	NA	00143989552L	00143989552L	NA	NA	NA	NA	NA	NA	NA
CR44733	290		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pburs	602		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cpr35B	874		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44732	2210		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45726	600		NA	0000011337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG15283	640		NA	0000011337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44730	225		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44731	712		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
noc	3160		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:P:35Bd	71		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45303	1119		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45693	2170		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:G3:35Ba	70		0000004904	0000004904	0000004904	0000004904	0000004904	NA	NA	0000004904	NA	0000004904	0000004904	0000004904	NA
tRNA:G3:35Bb	70		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:G3:35Bc	70		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG33648	1344		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:G3:35Bd	70		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:G3:35Be	70		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44852	987		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG4218	1611		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44853	565		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44854	913		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44855	577		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG3473	711		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44856	624		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG42680	314		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:P:35Ba	71		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
osp	90144		0000000088;0000001122;0000000089;0000004910	0000000088;0000000089	0000000088;0000000089	0000000088;0000001123;0000000089;0000004912	0000000088;0000000089	0000000089;0000004911	0000001120;0000000088;0000000089;0000001125	0000000088;0000000089	0000000088;0000000089	0000000088;0000000089	0000004908;0000004909;0000000089	0000000088;0000000089;0000001124	0000001121;0000000088;0000000089
tRNA:P:35Bb	71		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:P:35Bc	71		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR43411	363		NA	NA	NA	NA	NA	NA	0000001120	NA	NA	NA	NA	NA	0000001121
CG15282	827		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG34165	776		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG42685	5560		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44857	447		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG31835	1224		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG31775	679		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG42585	1224		0000001128	0000001128	0000001128	0000001128	0000001128	0000001128	0000001128	0000001128	0000001128	0000001128	0000001128	0000001128	0000001128
CG42586	679		0000001128	0000001128	0000001128	0000001128	0000001128	0000001128	0000001128	0000001128	0000001128	0000001128	0000001128	0000001128	0000001128
CG34166	686		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG42681	396		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG42587	365		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45460	209		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45459	305		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45458	273		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG4691	1157		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44858	719		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CSN1a	1300		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG4701	1317		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
